5,100,10,68,1,0,10,0,110,37,216,253,130,0,0,115,114
5,100,20,196,10,0,1,0,143,237,192,192,1,60,2,6,60,3,6,60,4,6,60,1,6,138,81
5,100,8,196,10,0,1,0,252,66,193,221,0,179,163
5,100,255,68,1,0,10,0,90,235,89,192,129,0,0,1,2,0,0,9,2,2,2,2,2,2,167,87,2,2,2,2,3,2,0,0,9,2,2,2,2,2,2,2,112,218,2,2,2,20,1,0,0,9,2,0,0,0,0,2,0,0,227,11,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,77,186,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,126,174,2,0,0,0,0,2,0,0,0,0,21,1,0,0,9,2,211,66,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,105,206,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,221,94,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,77,186,0,30,5,0,0,0,2,0,0,0,0,30,1,0,1,9,65,233,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,240,3,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,105,206,0,0,0,2,0,0,0,0,2,0,0,0,0,10,2,0,248,136,0,9,2,2,2,2,2,2,2,2,2,2,40,1,0,0,44,106,9,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,96,21,2,0,0,0,0,2,0,0,0,0,78,114
5,100,31,68,1,0,10,0,38,165,154,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,165,84,2,0,0,0,0,2,0,0,0,0,78,114
5,100,17,196,10,0,1,0,6,21,194,193,20,60,2,6,60,3,6,60,4,6,65,20
5,100,10,68,1,0,10,0,110,37,219,193,129,0,0,165,176
5,100,20,196,10,0,1,0,143,237,195,194,1,60,2,6,60,3,6,60,4,6,60,1,6,66,158
5,100,255,68,1,0,10,0,90,235,92,194,129,0,0,1,2,0,0,9,2,2,2,2,2,2,82,189,2,2,2,2,3,2,0,0,9,2,2,2,2,2,2,2,112,218,2,2,2,20,1,0,0,9,2,0,0,0,0,2,0,0,227,11,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,77,186,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,126,174,2,0,0,0,0,2,0,0,0,0,21,1,0,0,9,2,211,66,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,105,206,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,221,94,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,77,186,0,30,5,0,0,0,2,0,0,0,0,30,1,0,1,9,65,233,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,240,3,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,105,206,0,0,0,2,0,0,0,0,2,0,0,0,0,10,2,0,248,136,0,9,2,2,2,2,2,2,2,2,2,2,40,1,0,0,44,106,9,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,96,21,2,0,0,0,0,2,0,0,0,0,78,114
5,100,31,68,1,0,10,0,38,165,157,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,120,249,2,0,0,0,0,2,0,0,0,0,78,114
5,100,11,196,10,0,1,0,172,209,196,195,1,60,2,6,48,200
5,100,10,68,1,0,10,0,110,37,222,195,129,0,0,18,215
5,100,11,196,10,0,1,0,172,209,197,196,1,60,2,6,197,148
5,100,10,68,1,0,10,0,110,37,223,196,129,0,0,126,34
5,100,11,196,10,0,1,0,172,209,198,197,1,60,2,6,147,36
5,100,10,68,1,0,10,0,110,37,224,197,129,0,0,2,238
5,100,11,196,10,0,1,0,172,209,199,198,1,60,2,6,126,244
5,100,10,68,1,0,10,0,110,37,225,198,129,0,0,69,199
5,100,11,196,10,0,1,0,172,209,200,199,1,60,2,6,154,147
5,100,10,68,1,0,10,0,110,37,226,199,129,0,0,167,96
5,100,10,68,1,0,10,0,110,37,227,254,130,0,0,190,250
5,100,8,196,10,0,1,0,252,66,193,222,0,24,19
